CustomerID,actual_churn,predicted_churn,churn_probability,prediction_correct
53384,1,1,0.806791670742965,True
52199,0,1,0.806453226035445,False
55398,1,1,0.8053393759166438,True
50861,1,1,0.8050283118505933,True
55540,1,1,0.8041928189268366,True
51363,0,1,0.8037871784622128,False
53671,1,1,0.7989793689450786,True
53698,1,1,0.7974088327229878,True
53697,1,1,0.7964562283191101,True
50474,1,1,0.794337307243207,True
50381,0,1,0.7912443618195815,False
50768,1,1,0.7899874565456417,True
53859,0,1,0.7894422214202806,False
50297,1,1,0.7893001092321832,True
54182,1,1,0.7883408653822547,True
52950,1,1,0.782992144932474,True
52187,0,1,0.7808164125492827,False
55107,1,1,0.7787070363172214,True
54425,1,1,0.7783033061912509,True
55222,0,1,0.7772457217794,False
53676,1,1,0.7743797132748873,True
52741,1,1,0.7726291882907214,True
50140,1,1,0.7709050415829828,True
52992,0,1,0.7691527715267936,False
53276,1,1,0.765138869059995,True
50298,1,1,0.7624596924515997,True
54215,0,1,0.760746625195659,False
55182,1,1,0.7575886781215408,True
50332,0,1,0.757369234127904,False
54893,1,1,0.753565485390166,True
51932,0,1,0.7529233323252786,False
51768,1,1,0.7519947945129286,True
52098,1,1,0.7491101112980565,True
53532,0,1,0.7488717356321581,False
50416,1,1,0.7485718577013769,True
54203,1,1,0.7483824682683484,True
53165,0,1,0.7482987895168961,False
54746,1,1,0.7473491667871115,True
53397,1,1,0.7457260295017712,True
50261,1,1,0.7456870179308338,True
51389,0,1,0.7450337981492788,False
53277,0,1,0.7444528443945733,False
51550,1,1,0.7433366087106649,True
50461,1,1,0.7427507918905519,True
53112,1,1,0.7398311536419651,True
55217,1,1,0.7395218808905288,True
52456,1,1,0.7390321554687606,True
50196,0,1,0.7364875081329164,False
52123,1,1,0.7350559190329767,True
54953,1,1,0.7335766432855197,True
55625,0,1,0.7323282397889592,False
51964,0,1,0.7317258954582069,False
50032,0,1,0.7302990387095256,False
53600,0,1,0.7292557378228292,False
55499,1,1,0.7264117289164286,True
52052,1,1,0.7243023296807506,True
50582,1,1,0.7243023296807506,True
50510,0,1,0.7216815319858534,False
51743,0,1,0.7199770305320957,False
53527,1,1,0.7196791718188009,True
54637,0,1,0.7164662589480781,False
54913,1,1,0.7123266597042011,True
54759,1,1,0.7107441369700623,True
55451,1,1,0.7091737077935026,True
50080,1,1,0.7086296068908912,True
51552,0,1,0.70590941699236,False
51214,1,1,0.7052473535249407,True
52009,1,1,0.7033694362813384,True
53289,1,1,0.6983492256451739,True
51842,0,1,0.6980571417616983,False
52031,0,1,0.6977040064047959,False
52584,0,1,0.6929998430759572,False
55473,1,1,0.6929684584621657,True
54202,0,1,0.6927355157061615,False
51896,0,1,0.6906406168386039,False
50112,1,1,0.6902247732013582,True
54630,1,1,0.6897686079541474,True
51309,0,1,0.6893848248128309,False
50162,1,1,0.6882438450835443,True
50888,1,1,0.6861498395707062,True
52732,0,1,0.6856729653122777,False
53666,1,1,0.685667605681099,True
51630,0,1,0.682010821730049,False
50256,0,1,0.6818302407389849,False
55407,1,1,0.6777371917171259,True
53937,1,1,0.6777371917171259,True
51582,1,1,0.6770687363506015,True
52015,1,1,0.6745197664433934,True
50512,1,1,0.6742362363894945,True
54322,0,1,0.6722190972883263,False
50959,1,1,0.6711464744277583,True
53929,0,1,0.6711175540949121,False
55339,0,1,0.6707714241300642,False
53306,0,1,0.6659946512763462,False
53797,1,1,0.6621095695119424,True
52184,1,1,0.6599583769363632,True
50901,0,1,0.6586071451864051,False
51984,0,1,0.6563609364595345,False
52891,0,1,0.6550024645423694,False
52001,0,1,0.652231660624506,False
50292,0,1,0.6497420145821706,False
51173,1,1,0.6476641545815496,True
52349,0,1,0.6473556780825873,False
51677,0,1,0.6471578806666676,False
53425,0,1,0.6463521154890494,False
51278,0,1,0.6424100608988664,False
52202,0,1,0.640202551415952,False
52748,0,1,0.6398535932119639,False
51528,1,1,0.6390902656917248,True
50058,1,1,0.6390902656917248,True
54378,1,1,0.6337274105382267,True
50815,1,1,0.6308332550292846,True
52576,0,1,0.6281696079213777,False
55332,1,1,0.6278252276561421,True
54962,1,1,0.6264902101851405,True
55331,0,1,0.6249081917666451,False
54077,0,1,0.6221110944500061,False
51045,0,1,0.6191867693258843,False
55200,1,1,0.6146034890164603,True
51299,0,1,0.614177086573214,False
51548,0,1,0.6127822137071822,False
50078,0,1,0.6127822137071822,False
53241,0,1,0.6119964070470675,False
52339,0,1,0.6113662516272451,False
55563,0,1,0.6079514869906312,False
55082,0,1,0.6056369317708288,False
52174,1,1,0.6033285997086073,True
53840,0,1,0.6029979823919918,False
52235,0,1,0.6027792395003057,False
53256,0,1,0.6021587604122778,False
54366,1,1,0.6014543912649584,True
52977,1,1,0.6007056440589414,True
53716,0,1,0.5945038292216615,False
50516,0,1,0.5929211758738059,False
50765,0,1,0.5916857335491977,False
50244,1,1,0.5878833981384849,True
51072,0,1,0.5869161645502358,False
52550,1,1,0.5867793354602749,True
55154,0,1,0.5865614751709866,False
51844,0,1,0.5854841282006543,False
50655,1,1,0.5830625992763373,True
51480,0,1,0.5821898408764771,False
53161,0,1,0.5805556564305209,False
52203,1,1,0.5797401203909195,True
55622,1,1,0.5753443133343155,True
50536,1,1,0.5749535017257883,True
52208,0,1,0.5742641815490307,False
50008,1,1,0.5738545305998399,True
52006,1,1,0.5730765874368415,True
53415,0,1,0.5716264412429392,False
54885,0,1,0.5712162384768489,False
51258,0,1,0.5709960310585779,False
51388,1,1,0.5709111835395134,True
52728,0,1,0.5704601679344212,False
55165,0,1,0.5675550854312443,False
50036,0,1,0.5674701011146972,False
52835,1,1,0.5669192951260801,True
54098,0,1,0.5664582593876628,False
54930,0,1,0.5630924308202419,False
54164,0,1,0.5610335193957346,False
54994,0,1,0.5604523004816495,False
50744,0,1,0.5537995397438005,False
50488,0,1,0.5531206810293057,False
54940,1,1,0.5515521340685456,True
54365,1,1,0.5514115903298924,True
53254,0,1,0.5504167540761042,False
53601,0,1,0.5468013940129515,False
52594,0,1,0.5466298507199869,False
51124,0,1,0.5453897713819191,False
54631,0,1,0.5420879403090777,False
51298,0,1,0.5394442237011066,False
52017,0,1,0.5390733253027086,False
55063,0,1,0.5382455746927819,False
55409,0,1,0.5372563596035463,False
52827,1,1,0.5353571389037964,True
54677,0,1,0.5352552897549168,False
54500,0,1,0.5344841315312117,False
53329,0,1,0.5336348996872485,False
54158,0,1,0.5283655840629876,False
53364,0,1,0.5271143155223567,False
54073,0,1,0.5262203483026128,False
50056,0,1,0.5257147653626422,False
50988,1,1,0.5252921456211103,True
52214,0,1,0.5206453558989588,False
52871,0,1,0.5190543212497859,False
51213,0,1,0.5184684267291876,False
55018,1,1,0.517513460731051,True
55244,1,1,0.5160371010090011,True
52468,0,1,0.5149601054311552,False
55583,0,1,0.5149526297370363,False
54363,0,1,0.514491087903746,False
52159,1,1,0.5124538536895279,True
52416,0,1,0.51092602994095,False
51346,1,1,0.5050819938603882,True
50479,0,1,0.5044237528510529,False
